id_sensor,type,time,latitude,longitude,value
40256,pm25,2023-07-09T22:45:18.000Z,45.462,9.21,4.82
32399,pm25,2023-07-09T22:45:13.000Z,45.44,9.178,5.25
10608112,loudeness,2023-07-09T22:54:30.104Z,45.464081,9.192720,57
39224,pm25,2023-07-09T22:45:03.000Z,45.45397764666,9.20950412750,4.18
40645,pm25,2023-07-09T22:44:41.000Z,45.52589590000,9.22878860000,5.25
57418,pm25,2023-07-09T22:44:36.000Z,45.43433691627,9.10697758184,6.38
10839718,loudeness,2023-07-09T22:54:51.082Z,45.485711,9.148767,10
50128,pm25,2023-07-09T22:44:36.000Z,45.478,9.224,5.1
32393,pm25,2023-07-09T22:44:32.000Z,45.426,9.206,6.45
40669,pm25,2023-07-09T22:44:14.000Z,45.528,9.234,8.35
50128,pm25,2023-07-09T22:53:43.000Z,45.478,9.224,10.27
22851,pm25,2023-07-09T22:53:21.000Z,45.46,9.24,6.28
40655,pm25,2023-07-09T22:53:20.000Z,45.53940450000,9.23662630000,5.5
44216,pm25,2023-07-09T22:53:14.000Z,45.46168340766,9.18210272212,7.2
60342,pm25,2023-07-09T22:53:02.000Z,45.53606202812,9.22630280256,8.55
59970,pm25,2023-07-09T22:52:55.000Z,45.434,9.116,5.72
40256,pm25,2023-07-09T22:52:54.000Z,45.462,9.21,4.25
24644,pm25,2023-07-09T22:52:47.000Z,45.502,9.146,7.07
45694,pm25,2023-07-09T22:52:45.000Z,45.468,9.124,4.78
32399,pm25,2023-07-09T22:52:44.000Z,45.44,9.178,5.97
39224,pm25,2023-07-09T22:52:20.000Z,45.45397764666,9.20950412750,4.6
40645,pm25,2023-07-09T22:52:09.000Z,45.52589590000,9.22878860000,5.03
43962,pm25,2023-07-09T22:51:57.000Z,45.534,9.242,6.7
57418,pm25,2023-07-09T22:51:56.000Z,45.43433691627,9.10697758184,6.25
32393,pm25,2023-07-09T22:51:52.000Z,45.426,9.206,7.05
40669,pm25,2023-07-09T22:51:41.000Z,45.528,9.234,7.28
55575,pm25,2023-07-09T22:51:34.000Z,45.478,9.116,7.53
70169,pm25,2023-07-09T22:51:33.000Z,45.442,9.212,6.8
40655,pm25,2023-07-09T22:50:52.000Z,45.53940450000,9.23662630000,5.35
22851,pm25,2023-07-09T22:50:51.000Z,45.46,9.24,5.9
